Gene,Chromosome,Start,End
Bn5415,A07,2222750,3322183
Bn5416,A06,2252863,4398750
Bn5417,A04,3862666,4031464
Bn5418,A02,4286313,4524222
Bn5419,A04,3136149,3827643
Bn5420,A09,3529652,3529993
Bn5421,A09,2275762,2971497
Bn5422,A03,1645325,3130096
Bn5423,A06,2645310,4779263
Bn5424,A02,2367486,3395856
Bn5425,A05,3880223,4173906
Bn5426,A01,3858568,3978887
Bn5427,A06,2914445,4142762
Bn5428,A08,1356081,3039016
Bn5429,A07,2161417,4277196
Bn5430,A01,4759572,4973161
Bn5431,A07,2173909,2349232
Bn5432,A06,2445052,3269290
Bn5433,A02,2164165,4369592
Bn5434,A02,1532701,1746406
Bn5435,A05,3991957,4755792
Bn5436,A06,2694662,4482085
Bn5437,A10,1178895,3584277
Bn5438,A03,2829231,3699204
Bn5439,A01,2376438,2586069
Bn5440,A06,1493852,4944372
Bn5441,A10,1408370,3174711
Bn5442,A05,3141118,4070036
Bn5443,A07,2992778,3339915
Bn5444,A01,3203290,4218973
Bn5445,A06,4863006,4975330
Bn5446,A02,4479787,4810861
Bn5447,A04,2210189,3299804
Bn5448,A09,3592383,3745615
Bn5449,A04,3397218,3649348
Bn5450,A02,1238701,2649179
Bn5451,A05,2449804,2574470
Bn5452,A07,4105674,4130677
Bn5453,A01,4155393,4239227
Bn5454,A08,2199419,4569660
Bn5455,A04,1663776,4646387
Bn5456,A08,1899064,4208710
Bn5457,A08,1420099,3028728
Bn5458,A03,4243477,4808808
Bn5459,A03,4019808,4177581
Bn5460,A09,4116241,4684830
Bn5461,A03,4784624,4920297
Bn5462,A02,3169733,3199762
Bn5463,A04,4480826,4530926
Bn5464,A06,3534564,3907712
Bn5465,A03,3982041,4085772
Bn5466,A01,4310809,4423147
Bn5467,A02,2760321,3314282
Bn5468,A03,4147448,4594015
Bn5469,A02,2228507,4523585
Bn5470,A08,4025646,4545652
Bn5471,A05,3015385,4029011
Bn5472,A04,3050355,3625975
Bn5473,A01,4099699,4869518
Bn5474,A10,3767746,3882258
Bn5475,A07,2464999,4558327
Bn5476,A01,1812743,1957681
Bn5477,A07,3076948,3522623
Bn5478,A02,1418319,3267580
Bn5479,A02,4576776,4732354
Bn5480,A02,2235862,2914357
Bn5481,A10,4563731,4732104
Bn5482,A06,3949392,4596498
Bn5483,A05,4510386,4716822
Bn5484,A08,3439141,4901503
Bn5485,A03,4082612,4750763
Bn5486,A03,1760455,3310737
Bn5487,A01,1915170,3394877
Bn5488,A09,3609121,4267320
Bn5489,A10,1260153,4037340
Bn5490,A07,2923950,3433131
Bn5491,A06,4314466,4323487
Bn5492,A05,3504780,4616386
Bn5493,A01,2155649,4176560
Bn5494,A09,4574396,4589424
Bn5495,A05,4055268,4174421
Bn5496,A09,2998955,4621964
Bn5497,A04,4200376,4874774
Bn5498,A09,2775131,3469604
Bn5499,A05,3391749,4028584
Bn5500,A01,1295471,2925472
Bn5501,A10,4348109,4744440
Bn5502,A09,2696405,4462530
Bn5503,A04,4838788,4942445
Bn5504,A02,3722772,4831521
Bn5505,A05,3624391,4115295
Bn5506,A08,1242277,4163427
Bn5507,A03,4630500,4696950
Bn5508,A05,1794466,1991510
Bn5509,A04,3597732,3620850
Bn5510,A09,4669465,4768325
Bn5511,A08,4049530,4457064
Bn5512,A05,1289805,4208257
Bn5513,A10,1627819,3147695
Bn5514,A09,4294990,4778954
Bn5515,A08,3382479,3701939
Bn5516,A05,2793592,3591378
Bn5517,A06,1157039,2045470
Bn5518,A01,4545544,4896156
Bn5519,A05,2831867,3827562
Bn5520,A07,1904531,3522853
Bn5521,A02,1589084,2053037
Bn5522,A03,2410649,4005947
Bn5523,A05,2055448,2941436
Bn5524,A05,1645766,3711787
Bn5525,A07,1414948,3153830
Bn5526,A02,3855559,4737658
Bn5527,A01,4505015,4572352
Bn5528,A07,2071588,3773334
Bn5529,A10,1325983,2009152
Bn5530,A04,2890900,3025157
Bn5531,A07,2195718,3748514
Bn5532,A08,1537367,3824598
Bn5533,A01,1087339,1480787
Bn5534,A09,3674708,4534449
Bn5535,A08,1071390,3438061
Bn5536,A01,3136818,3618403
Bn5537,A02,4718919,4946856
Bn5538,A04,1413363,4136160
Bn5539,A10,2205073,3247997
Bn5540,A03,1855383,4585024
Bn5541,A06,4656247,4876472
Bn5542,A02,4878178,4940875
Bn5543,A10,3589509,4777608
Bn5544,A04,2367652,4632270
Bn5545,A08,2971642,3709649
Bn5546,A04,4377390,4464204
Bn5547,A01,2423236,4556715
Bn5548,A05,3467294,4846216
Bn5549,A04,2121980,2404819
Bn5550,A07,1660279,3755544
Bn5551,A02,4878116,4986627
Bn5552,A07,2654392,4488101
Bn5553,A09,4078081,4412035
Bn5554,A09,3236731,3746260
Bn5555,A02,4909940,4976624
Bn5556,A05,3635468,3813111
Bn5557,A01,2803869,4283175
Bn5558,A04,4265039,4924854
Bn5559,A03,4592403,4764044
Bn5560,A06,1002120,4742164
Bn5561,A06,1683254,4977521
Bn5562,A03,3537667,3652889
Bn5563,A09,4061782,4767257
Bn5564,A02,4676908,4809908
Bn5565,A04,1887075,3351919
Bn5566,A07,3060899,3342387
Bn5567,A01,2733041,3207968
Bn5568,A06,1859349,2143780
Bn5569,A06,4468073,4783114
Bn5570,A02,3452157,4800924
Bn5571,A02,3020503,4794474
Bn5572,A03,2350169,4754426
Bn5573,A08,2781960,4729239
Bn5574,A09,3875201,3946338
Bn5575,A09,1000665,4216503
Bn5576,A08,1299639,2136310
Bn5577,A06,1231141,4903997
Bn5578,A02,3146057,4829858
Bn5579,A06,2196914,4363316
Bn5580,A03,3000453,4502963
Bn5581,A06,2083257,2560219
Bn5582,A09,3342645,4038271
Bn5583,A03,1846590,4248771
Bn5584,A06,2118061,4687481
Bn5585,A09,1966624,2632861
Bn5586,A02,4453396,4731744
Bn5587,A07,4364377,4738576
Bn5588,A07,2228329,3528557
Bn5589,A06,4059285,4607009
Bn5590,A04,3153880,3768933
Bn5591,A08,1809024,3695148
Bn5592,A01,3130152,3755116
Bn5593,A03,1008996,4813755
Bn5594,A05,3401004,3930339
Bn5595,A08,2733979,3878107
Bn5596,A02,4506060,4959649
Bn5597,A09,2521527,2962815
Bn5598,A05,3547268,3718149
Bn5599,A09,4186939,4989859
Bn5600,A04,1054256,4106723
Bn5601,A08,3972158,4144633
Bn5602,A08,4777214,4891756
Bn5603,A03,4526256,4618479
Bn5604,A04,1972864,2806149
Bn5605,A08,4644192,4744417
Bn5606,A03,1052515,2706490
Bn5607,A08,1588768,4822148
Bn5608,A02,1088928,3754452
Bn5609,A07,4265382,4271987
Bn5610,A06,1881379,4668848
Bn5611,A09,2374392,4586770
Bn5612,A02,2282462,4439042
Bn5613,A01,1485266,4658237
Bn5614,A09,4838026,4863521
Bn5615,A03,2375044,3054456
Bn5616,A05,2638423,3804283
Bn5617,A03,3169077,4324624
Bn5618,A02,1108670,3968767
Bn5619,A04,3588284,4874422
Bn5620,A07,1624770,3933979
Bn5621,A04,4265263,4882408
Bn5622,A06,3623640,4086787
Bn5623,A09,3298129,4131993
Bn5624,A01,2612349,3856164
Bn5625,A01,3490457,4245060
Bn5626,A08,4376330,4931977
Bn5627,A02,2412008,2793568
Bn5628,A10,2192370,3952223
Bn5629,A05,4546761,4732674
Bn5630,A01,2776976,3595815
Bn5631,A01,1395558,4205406
Bn5632,A06,1137239,2267728
Bn5633,A01,1580192,2597370
Bn5634,A10,3906739,4589149
Bn5635,A09,4200004,4727987
Bn5636,A02,4398238,4801599
Bn5637,A05,1406287,4854324
Bn5638,A02,3468336,3664550
Bn5639,A02,3633651,4435397
Bn5640,A07,4184631,4487431
Bn5641,A10,2015491,4761585
Bn5642,A01,1807384,4066692
Bn5643,A03,1072067,2987593
Bn5644,A06,4154796,4754457
Bn5645,A01,2139473,3272679
Bn5646,A03,3868245,4520421
Bn5647,A02,3047947,4117976
Bn5648,A05,3834979,3874991
Bn5649,A08,1799767,4984781
Bn5650,A09,4431481,4691050
Bn5651,A02,3640671,4038341
Bn5652,A09,2816419,2957395
Bn5653,A04,4510769,4727387
Bn5654,A08,1158506,3369561
Bn5655,A02,4785828,4831517
Bn5656,A05,4000444,4293011
Bn5657,A05,2373323,3142717
Bn5658,A02,2165106,4252729
Bn5659,A02,1037583,1251847
Bn5660,A08,2011762,4163938
Bn5661,A05,2167566,3303675
Bn5662,A03,2077805,3343751
Bn5663,A02,3028831,3695707
Bn5664,A03,3637261,4190074
Bn5665,A02,4916295,4961353
Bn5666,A09,1011795,3892356
Bn5667,A05,4448955,4922426
Bn5668,A04,3495178,4836159
Bn5669,A01,4789367,4911749
Bn5670,A05,1123738,3577504
Bn5671,A05,2757913,4187819
Bn5672,A02,3718719,4745058
Bn5673,A08,1504859,2723539
Bn5674,A04,4314518,4615661
Bn5675,A02,4990403,4998771
Bn5676,A05,2563507,4056465
Bn5677,A10,4290147,4649791
Bn5678,A10,3789810,4414266
Bn5679,A06,1157544,2645122
Bn5680,A07,4372556,4884590
Bn5681,A06,2834987,3334346
Bn5682,A05,2785499,4598669
Bn5683,A02,4074210,4890233
Bn5684,A08,3219930,3243374
Bn5685,A10,1228112,2742541
Bn5686,A05,2888441,4292708
Bn5687,A01,1065886,3851890
Bn5688,A07,1791490,2449402
Bn5689,A08,4164171,4492971
Bn5690,A05,1988541,2951065
Bn5691,A10,4083298,4998945
Bn5692,A04,4156189,4756028
Bn5693,A07,2850622,4141592
Bn5694,A05,2018779,2894696
Bn5695,A03,2216594,4408860
Bn5696,A04,4058390,4682055
Bn5697,A03,3680285,4296279
Bn5698,A09,1023228,3390027
Bn5699,A03,4886132,4922317
Bn5700,A02,4280244,4422056
Bn5701,A08,2957080,4174422
Bn5702,A06,1338807,2739939
Bn5703,A06,2873755,4809792
Bn5704,A05,4366711,4972832
Bn5705,A03,3954003,4037131
Bn5706,A05,4219093,4571577
Bn5707,A08,1624119,1851622
Bn5708,A05,1376130,1415631
Bn5709,A08,3857930,4200082
Bn5710,A01,3665521,4648686
Bn5711,A05,3647649,4297942
Bn5712,A07,3637883,4435365
Bn5713,A01,2325854,4575658
Bn5714,A08,4780685,4834129
Bn5715,A05,1932135,4776410
Bn5716,A03,3959454,4955554
Bn5717,A04,4460629,4804005
Bn5718,A10,4577144,4844434
Bn5719,A03,2544621,3863757
Bn5720,A06,4253227,4952840
Bn5721,A01,2597895,4744967
Bn5722,A08,1671410,2592886
Bn5723,A02,3870818,4412442
Bn5724,A06,4690287,4880722
Bn5725,A01,1353716,4717800
Bn5726,A09,4356231,4491160
Bn5727,A01,2025735,3076816
Bn5728,A02,4148827,4394460
Bn5729,A02,4753715,4793185
Bn5730,A03,3622260,4442766
Bn5731,A05,2788856,4601347
Bn5732,A05,2642977,4386163
Bn5733,A07,4176672,4369858
Bn5734,A09,3999145,4335250
Bn5735,A02,4912543,4913457
Bn5736,A10,2929590,3820550
Bn5737,A09,1317266,2545132
Bn5738,A06,4915593,4979165
Bn5739,A04,3448173,4597943
Bn5740,A07,1917228,4276464
Bn5741,A07,2867701,4514014
Bn5742,A09,4819852,4973808
Bn5743,A02,1793097,3316513
Bn5744,A10,2919395,3421505
Bn5745,A02,3838765,4583717
Bn5746,A07,1406054,2234210
Bn5747,A06,4699190,4890241
Bn5748,A07,3166004,4069090
Bn5749,A04,2768412,4806203
Bn5750,A07,1868068,3441247
Bn5751,A08,4635948,4787498
Bn5752,A05,2746411,3528124
Bn5753,A04,2278465,2910339
Bn5754,A05,4022390,4180044
Bn5755,A06,1722726,1769515
Bn5756,A05,1382942,2815276
Bn5757,A04,4155353,4958691
Bn5758,A04,1934977,2936455
Bn5759,A02,1716257,4326325
Bn5760,A08,3249555,4521156
Bn5761,A09,2028680,3061019
Bn5762,A08,3590142,4694147
Bn5763,A05,2098349,3418928
Bn5764,A05,1339282,2434225
Bn5765,A02,3152611,3440664
Bn5766,A06,3174215,3782687
Bn5767,A07,4249558,4513169
Bn5768,A01,1532668,3383304
Bn5769,A06,4466803,4476072
Bn5770,A04,3148285,4232676
Bn5771,A08,4337913,4979444
Bn5772,A02,2411763,4302608
Bn5773,A02,1013338,4771833
Bn5774,A08,1654828,2474588
Bn5775,A08,3133366,4895383
Bn5776,A01,2659005,4924620
Bn5777,A05,2987622,4705607
Bn5778,A01,1439211,3058221
Bn5779,A01,2081736,3243478
Bn5780,A06,1946391,2494419
Bn5781,A08,3817962,4739761
Bn5782,A01,1112982,4662363
Bn5783,A01,4144816,4376212
Bn5784,A05,2201070,3189610
Bn5785,A01,2977495,4287056
Bn5786,A02,4332738,4598616
Bn5787,A04,4010893,4788779
Bn5788,A08,3999232,4559873
Bn5789,A08,1965689,3753101
Bn5790,A05,4004708,4006021
Bn5791,A07,3687498,4292438
Bn5792,A05,4969075,4991887
Bn5793,A05,2936183,3065124
Bn5794,A10,4080661,4163228
Bn5795,A06,3591628,4092252
Bn5796,A04,1425020,4883678
Bn5797,A07,2592986,3648692
Bn5798,A02,3248566,4350674
Bn5799,A05,3045451,4327959
Bn5800,A05,3611916,4979444
Bn5801,A02,1117802,3227166
Bn5802,A07,3528160,3569690
Bn5803,A10,4100710,4666639
Bn5804,A10,3671169,4495827
Bn5805,A04,1620656,4645571
Bn5806,A02,3926164,4802448
Bn5807,A04,1862471,4563369
Bn5808,A02,3680844,4650494
Bn5809,A02,3137364,4362376
Bn5810,A03,3037314,3434652
Bn5811,A03,1333045,4261168
Bn5812,A08,1121003,4474982
Bn5813,A02,4852762,4883482
Bn5814,A03,4461007,4580274
Bn5815,A04,1302591,3440097
Bn5816,A10,1034588,3692786
Bn5817,A07,1954700,2517370
Bn5818,A04,2232988,4785869
Bn5819,A01,4446952,4450213
Bn5820,A08,2130096,2282325
Bn5821,A10,3215668,4478736
Bn5822,A07,1174102,4790992
Bn5823,A02,3682732,4555904
Bn5824,A05,1429198,4859489
Bn5825,A01,3962955,4759890
Bn5826,A07,1713314,2083673
Bn5827,A04,2022349,3775383
Bn5828,A02,3937297,4605914
Bn5829,A10,4372457,4563601
Bn5830,A07,4633922,4910339
Bn5831,A07,1333034,3422320
Bn5832,A05,1460305,3906655
Bn5833,A01,2741259,3824774
Bn5834,A08,1757541,2802106
Bn5835,A09,3959411,4378288
Bn5836,A10,2542369,4160930
Bn5837,A06,2044587,4827837
Bn5838,A08,3507060,4826985
Bn5839,A02,3247252,4866996
Bn5840,A03,3654082,4706739
Bn5841,A07,3614614,4191513
Bn5842,A01,1887129,2573796
Bn5843,A07,3448987,3970747
Bn5844,A07,2777842,4384434
Bn5845,A10,2549352,3394917
Bn5846,A02,1501846,2907688
Bn5847,A05,1400414,1638937
Bn5848,A06,2317449,4615868
Bn5849,A04,1219387,4994614
Bn5850,A07,4915212,4998964
Bn5851,A05,4219919,4618807
Bn5852,A06,4700686,4753545
Bn5853,A08,1214129,2079088
Bn5854,A01,3779167,4830180
Bn5855,A07,4580286,4914858
Bn5856,A10,2671204,4004818
Bn5857,A07,4471768,4480981
Bn5858,A06,3758145,4653184
Bn5859,A09,2504278,4535504
Bn5860,A01,4116742,4997188
Bn5861,A03,3062613,3270212
Bn5862,A03,4591238,4888099
Bn5863,A07,3652523,4569416
Bn5864,A08,2758455,3623029
Bn5865,A06,4165088,4540037
Bn5866,A04,4766588,4867720
Bn5867,A10,1958169,2246123
Bn5868,A06,1781117,3313949
Bn5869,A02,1141230,3756922
Bn5870,A07,2239057,2271830
Bn5871,A02,1783795,2836835
Bn5872,A06,2815277,3041396
Bn5873,A03,2845776,4045844
Bn5874,A01,4077108,4486725
Bn5875,A09,3886036,4552531
Bn5876,A02,2390932,3685779
Bn5877,A02,3235174,3664272
Bn5878,A06,3388408,4379045
Bn5879,A09,1667381,4887138
Bn5880,A02,4275678,4651836
Bn5881,A06,1133146,4956118
Bn5882,A07,1652217,4488292
Bn5883,A03,3551876,4692955
Bn5884,A04,2251489,4688678
Bn5885,A10,1319756,2245743
Bn5886,A07,3069899,4919595
Bn5887,A06,4769460,4898339
Bn5888,A01,1409244,3527847
Bn5889,A03,2266839,4924467
Bn5890,A04,1464895,2015195
Bn5891,A04,3098800,4843388
Bn5892,A06,4434281,4509123
Bn5893,A05,4699365,4719054
Bn5894,A01,4388751,4771863
Bn5895,A08,2895554,4318683
Bn5896,A03,4704102,4830455
Bn5897,A09,3709736,4160823
Bn5898,A10,2257179,3860522
Bn5899,A10,2697132,3741004
Bn5900,A05,1722928,4864564
Bn5901,A01,3561583,3805005
Bn5902,A01,1271376,1470431
Bn5903,A03,4174745,4927644
Bn5904,A03,4681258,4895459
Bn5905,A08,4681781,4832532
Bn5906,A02,3606865,4152825
Bn5907,A03,3356590,4912248
Bn5908,A09,1200333,1697880
Bn5909,A06,2179377,4620746
Bn5910,A04,3438721,4464879
Bn5911,A05,2102912,3058195
Bn5912,A09,4450830,4906413
Bn5913,A01,1313174,3514298
Bn5914,A02,1130681,3152522
Bn5915,A01,3081249,4427752
Bn5916,A02,1017163,1616046
Bn5917,A02,3288453,4681428
Bn5918,A04,4679238,4735887
Bn5919,A01,1481450,2374265
Bn5920,A03,3385831,3514005
Bn5921,A07,2803377,2942272
Bn5922,A02,1850938,4079483
Bn5923,A04,3681733,4179885
Bn5924,A07,4511006,4650593
Bn5925,A10,4322507,4451045
Bn5926,A05,4233106,4496148
Bn5927,A01,4269869,4821794
Bn5928,A10,3251251,3529699
Bn5929,A09,3116563,3691309
Bn5930,A08,4140537,4755148
Bn5931,A06,3101012,3334844
Bn5932,A06,2938375,4504848
Bn5933,A04,1137937,2120318
Bn5934,A02,4272044,4868507
Bn5935,A04,3381970,4877400
Bn5936,A10,3348394,3694157
Bn5937,A05,1146282,1216082
Bn5938,A05,4837994,4936690
Bn5939,A09,4910686,4936618
Bn5940,A01,2817106,3399445
Bn5941,A05,3268125,3310674
Bn5942,A04,4895843,4952869
Bn5943,A04,2564222,3919487
Bn5944,A02,3452281,4131651
Bn5945,A03,4993346,4998296
Bn5946,A02,1390606,4427624
Bn5947,A09,1787544,4448581
Bn5948,A09,1325205,2332659
Bn5949,A04,1934077,3345490
Bn5950,A08,4529427,4628768
Bn5951,A03,2194595,4910914
Bn5952,A07,2414458,2687219
Bn5953,A05,4010003,4142272
Bn5954,A06,4997843,4999450
Bn5955,A09,2416591,3677301
Bn5956,A04,3215901,4991188
Bn5957,A04,1080786,2729372
Bn5958,A09,2946611,4847670
Bn5959,A05,1524475,2003207
Bn5960,A05,3569487,4813505
Bn5961,A01,4546083,4983177
Bn5962,A09,3675249,4790741
Bn5963,A05,2000153,3269769
Bn5964,A07,1823130,2641016
Bn5965,A07,3228780,4559476
Bn5966,A10,2007676,3871932
Bn5967,A04,2359207,4379944
Bn5968,A06,3021136,4074460
Bn5969,A01,2027588,2941570
Bn5970,A09,3624708,4985920
Bn5971,A01,3994731,4920345
Bn5972,A08,4898585,4945472
Bn5973,A06,4945338,4992987
Bn5974,A05,2691164,4137896
Bn5975,A02,3835418,4179999
Bn5976,A05,2877016,3760670
Bn5977,A10,3188709,3823202
Bn5978,A08,2601873,4327998
Bn5979,A05,4238448,4714031
Bn5980,A09,2827647,3152948
Bn5981,A01,1062493,2200338
Bn5982,A06,3164244,4508370
Bn5983,A08,4775120,4903787
Bn5984,A02,1611549,2030568
Bn5985,A07,1767655,4538069
Bn5986,A04,1005754,3463255
Bn5987,A02,2851209,3511382
Bn5988,A06,3231848,4940390
Bn5989,A08,2954714,4821603
Bn5990,A10,3221064,3843163
Bn5991,A03,3536948,4456231
Bn5992,A01,1795221,2512702
Bn5993,A08,3819322,4858331
Bn5994,A07,3118171,4946300
Bn5995,A07,2388822,2912537
Bn5996,A04,3181604,4488537
Bn5997,A09,2112553,3633139
Bn5998,A10,1096344,4235820
Bn5999,A02,3377717,4734931
Bn6000,A08,2440756,4777397
Bn6001,A02,1364164,4344851
Bn6002,A03,4342940,4440831
Bn6003,A06,2671361,3274796
Bn6004,A05,2981887,3830147
Bn6005,A09,2203387,4564149
Bn6006,A01,2147547,2830508
Bn6007,A06,4845955,4893314
Bn6008,A02,1417661,1803510
Bn6009,A08,3546745,4434654
Bn6010,A05,4066943,4186396
Bn6011,A08,3258660,4816165
Bn6012,A04,1168576,4528696
Bn6013,A10,1762169,2760825
Bn6014,A08,4843010,4953188
Bn6015,A10,2174260,3133150
Bn6016,A06,1332414,3468694
Bn6017,A05,4001340,4323968
Bn6018,A07,2404974,4146887
Bn6019,A04,1278630,3041495
Bn6020,A05,1602889,2796448
Bn6021,A08,1523617,4643435
Bn6022,A09,1352374,3237995
Bn6023,A04,1321005,4723615
Bn6024,A02,3028362,4438642
Bn6025,A01,3769785,3774126
Bn6026,A07,2644555,4876993
Bn6027,A06,3853273,4279622
Bn6028,A01,2635307,4955099
Bn6029,A10,4286373,4464046
Bn6030,A09,3133386,4170338
Bn6031,A10,3754764,4469762
Bn6032,A10,1194625,2617025
Bn6033,A02,3442822,4374698
Bn6034,A03,4006640,4669576
Bn6035,A05,1589489,2564065
Bn6036,A06,4668984,4906017
Bn6037,A04,2996237,3112466
Bn6038,A03,1702817,2071122
Bn6039,A08,4123814,4755716
Bn6040,A04,3484280,4284393
Bn6041,A05,2874020,3692183
Bn6042,A08,4813776,4852085
Bn6043,A04,3224378,3358785
Bn6044,A07,3073827,3707184
Bn6045,A01,4715051,4951204
Bn6046,A08,1773640,3257054
Bn6047,A04,1598925,3986285
Bn6048,A06,2948534,4505702
Bn6049,A04,2498023,3040175
Bn6050,A09,4228011,4406265
Bn6051,A09,2212786,2524360
Bn6052,A10,3460301,4627675
Bn6053,A01,4792584,4832527
Bn6054,A04,3901995,4395720
Bn6055,A06,2056184,2669133
Bn6056,A08,4025558,4145465
Bn6057,A03,3726205,4239965
Bn6058,A08,2222995,4955714
Bn6059,A03,3655245,3939939
Bn6060,A03,1100476,2774638
Bn6061,A09,2307684,3862545
Bn6062,A03,4609445,4863573
Bn6063,A06,2003640,2935311
Bn6064,A10,1590955,2932049
Bn6065,A10,4738807,4756814
Bn6066,A10,2302317,4420274
Bn6067,A09,4719801,4975620
Bn6068,A06,4108233,4381938
Bn6069,A07,3002474,4666238
Bn6070,A02,4361373,4588671
Bn6071,A08,4232901,4247307
Bn6072,A07,1064528,1884749
Bn6073,A10,4105544,4908643
Bn6074,A03,1394275,3794943
Bn6075,A01,3992884,4652484
Bn6076,A08,4482874,4598002
Bn6077,A10,3876483,4071089
Bn6078,A03,2683367,4295194
Bn6079,A07,3388945,4889704
Bn6080,A10,4675436,4900079
Bn6081,A03,3199554,3484090
Bn6082,A03,2435933,3920385
Bn6083,A03,4679205,4776785
Bn6084,A01,4594101,4858415
Bn6085,A04,3209472,4224822
Bn6086,A06,2162031,3028808
Bn6087,A06,4439109,4620024
Bn6088,A10,1791984,4738961
Bn6089,A04,2683399,4103234
Bn6090,A08,3915761,4522487
Bn6091,A06,4690204,4950311
Bn6092,A03,4698410,4825074
Bn6093,A02,4114910,4817849
Bn6094,A09,4380189,4786557
Bn6095,A06,2450579,4663428
Bn6096,A09,4565812,4698159
Bn6097,A01,3986328,4406894
Bn6098,A07,4735688,4846146
Bn6099,A09,3768803,3816827
Bn6100,A03,4443512,4793673
Bn6101,A01,3738154,4905363
Bn6102,A03,2313139,2936289
Bn6103,A02,3273133,3683748
Bn6104,A08,3955461,4495216
Bn6105,A04,3884805,4315738
Bn6106,A03,1915525,4026765
Bn6107,A07,4733022,4883758
Bn6108,A03,1885286,2644036
Bn6109,A04,1717344,2185744
Bn6110,A10,4396391,4491280
Bn6111,A02,1313241,4419251
Bn6112,A09,1244390,1885570
Bn6113,A09,2063350,3035860
Bn6114,A06,3554190,4014439
Bn6115,A05,1721262,4085045
Bn6116,A10,2022628,4016750
Bn6117,A07,1202728,2999085
Bn6118,A02,2709352,2978886
Bn6119,A06,3180025,3950680
Bn6120,A08,3760088,4729315
Bn6121,A09,4199365,4579701
Bn6122,A10,4896101,4950382
Bn6123,A02,2189489,3852618
Bn6124,A09,3792714,4115222
Bn6125,A10,1555339,3931771
Bn6126,A08,4939802,4979366
Bn6127,A02,1419030,2151281
Bn6128,A01,4292254,4430234
Bn6129,A08,3822305,4612384
Bn6130,A05,4551420,4875488
Bn6131,A01,1224518,3829006
Bn6132,A09,2241151,4060478
Bn6133,A07,1324391,4743489
Bn6134,A09,4572348,4868351
Bn6135,A05,3971263,4134513
Bn6136,A05,2606013,3169869
Bn6137,A09,3886683,4831411
Bn6138,A07,4759286,4782613
Bn6139,A02,2988804,4472722
Bn6140,A06,2002371,3635213
Bn6141,A10,1748112,2764422
Bn6142,A01,4320062,4462759
Bn6143,A06,1478942,3900870
Bn6144,A01,4931547,4996725
Bn6145,A10,3752813,4343323
Bn6146,A01,4893311,4944403
Bn6147,A10,3726696,4782730
Bn6148,A05,1848163,4873246
Bn6149,A05,2289471,2304546
Bn6150,A05,3076389,3863669
Bn6151,A07,4778655,4987964
Bn6152,A09,3330535,3995514
Bn6153,A06,1105292,1800363
Bn6154,A08,4599148,4751432
Bn6155,A10,4464317,4940415
Bn6156,A05,4455053,4597125
Bn6157,A03,2267891,2295870
Bn6158,A03,4486001,4669379
Bn6159,A04,4249846,4966266
Bn6160,A01,1644784,4194957
Bn6161,A01,4825547,4892425
Bn6162,A05,2853896,3144363
Bn6163,A07,4386110,4856204
Bn6164,A01,4236833,4527098
Bn6165,A10,2124949,2188804
Bn6166,A04,2749598,3598451
Bn6167,A07,3819997,4297744
Bn6168,A08,2979230,4325052
Bn6169,A05,3233248,4814523
Bn6170,A03,2746441,3098971
Bn6171,A03,1859319,2532067
Bn6172,A09,4349097,4436330
Bn6173,A01,4073298,4532942
Bn6174,A04,3090045,4597010
Bn6175,A04,1156955,1260737
Bn6176,A07,4006514,4447320
Bn6177,A03,1258960,2783755
Bn6178,A07,3633408,4979632
Bn6179,A04,3527778,3675268
Bn6180,A05,1553784,4042308
Bn6181,A05,4795848,4877070
Bn6182,A07,3613712,3614829
Bn6183,A04,3338329,4894971
Bn6184,A09,2613657,4126860
Bn6185,A05,4259514,4547772
Bn6186,A06,4196911,4444853
Bn6187,A06,1718115,4556958
Bn6188,A08,1659699,1690726
Bn6189,A05,2087398,3113199
Bn6190,A06,3629454,4444934
Bn6191,A10,4994092,4998694
Bn6192,A06,2832444,4769976
Bn6193,A04,2697295,3443417
Bn6194,A01,4126640,4811832
Bn6195,A03,1106935,4580440
Bn6196,A02,1137117,3828626
Bn6197,A09,2056626,3086343
Bn6198,A09,1978594,2058759
Bn6199,A01,3051365,3927705
Bn6200,A07,3515460,3604684
