Chromosomes,Gene,Start,End,Size,Type
chr12,Bn49755,79387349,97659989,18272640,TNL
chr12,Bn49756,16605955,59937476,43331521,RLP
chr12,Bn49757,93511165,94332346,821181,NBS
chr12,Bn49758,93231800,97347606,4115806,TNL
chr12,Bn49759,24477895,25911473,1433578,RLK
chr12,Bn49760,48470325,53408657,4938332,TN
chr12,Bn49761,54170057,64176052,10005995,CNL
chr12,Bn49762,93881446,95787122,1905676,TNL
chr12,Bn49763,93509685,93686536,176851,RLP
chr12,Bn49764,10777652,29298339,18520687,CN
chr12,Bn49765,66476375,85726566,19250191,RLP
chr12,Bn49766,75804744,77973244,2168500,CNL
chr12,Bn49767,35572238,91033975,55461737,CN
chr12,Bn49768,77032333,90503670,13471337,CN
chr12,Bn49769,87058656,87194003,135347,RLP
chr12,Bn49770,1865889,68902183,67036294,CN
chr12,Bn49771,17594858,59326063,41731205,CNL
chr12,Bn49772,56634629,98522483,41887854,NBS
chr12,Bn49773,24805851,64242424,39436573,RLK
chr12,Bn49774,37621625,95326100,57704475,RLP
chr12,Bn49775,53695727,94153078,40457351,RLP
chr12,Bn49776,88752449,88790349,37900,RLK
chr12,Bn49777,54771418,97045383,42273965,RLP
chr12,Bn49778,45590795,53363456,7772661,CNL
chr12,Bn49779,26425440,90402015,63976575,CN
chr12,Bn49780,2466532,36592382,34125850,RLP
chr12,Bn49781,48226892,78102916,29876024,RLK
chr12,Bn49782,36352765,46729200,10376435,RLP
chr12,Bn49783,25832533,66669777,40837244,TNL
chr12,Bn49784,7650518,13445063,5794545,TNL
chr12,Bn49785,54065056,99597804,45532748,TN
chr12,Bn49786,19430238,23116765,3686527,TNL
chr12,Bn49787,32512430,66367080,33854650,TNL
chr12,Bn49788,83249349,94744433,11495084,CN
chr12,Bn49789,97198907,98420119,1221212,NBS
chr12,Bn49790,58245806,59757423,1511617,RLP
chr12,Bn49791,15493133,79414315,63921182,CNL
chr12,Bn49792,44607896,66373622,21765726,TN
chr12,Bn49793,95629228,98731626,3102398,TNL
chr12,Bn49794,55359313,91145862,35786549,TN
chr12,Bn49795,33354316,66850865,33496549,TN
chr12,Bn49796,69633105,86985485,17352380,TNL
chr12,Bn49797,21986236,96308094,74321858,CN
chr12,Bn49798,24859240,68807184,43947944,RLK
chr12,Bn49799,31902635,41000753,9098118,RLK
chr12,Bn49800,41781649,90305507,48523858,TN
chr12,Bn49801,29931742,36045987,6114245,RLK
chr12,Bn49802,8942312,87493960,78551648,TNL
chr12,Bn49803,73984592,96329271,22344679,RLP
chr12,Bn49804,67685548,86648522,18962974,RLK
chr12,Bn49805,93052483,94600852,1548369,CNL
chr12,Bn49806,75539744,96491026,20951282,CN
chr12,Bn49807,3998967,52732368,48733401,CNL
chr12,Bn49808,53883019,60130407,6247388,CN
chr12,Bn49809,80525448,97396342,16870894,RLP
chr12,Bn49810,11352267,65081915,53729648,RLP
chr12,Bn49811,13513898,90251804,76737906,CN
chr12,Bn49812,39418159,56507084,17088925,RLP
chr12,Bn49813,25035915,79963960,54928045,NBS
chr12,Bn49814,76943757,77244280,300523,TN
chr12,Bn49815,26763745,42170276,15406531,TN
chr12,Bn49816,76459694,97194539,20734845,CNL
chr12,Bn49817,50835972,96899850,46063878,RLK
chr12,Bn49818,31349020,83340214,51991194,RLK
chr12,Bn49819,36176365,51448432,15272067,CN
chr12,Bn49820,40004641,42266865,2262224,TNL
chr12,Bn49821,80766303,91066926,10300623,CN
chr12,Bn49822,47257024,62402853,15145829,RLP
chr12,Bn49823,93652133,96857388,3205255,RLP
chr12,Bn49824,92856933,97520424,4663491,TN
chr12,Bn49825,55435624,76996962,21561338,CN
chr12,Bn49826,65326497,96408425,31081928,RLP
chr12,Bn49827,67407219,93637358,26230139,NBS
chr12,Bn49828,14151014,85327696,71176682,RLK
chr12,Bn49829,22432435,61147113,38714678,RLK
chr12,Bn49830,35207128,57458253,22251125,RLK
chr12,Bn49831,11087625,38434253,27346628,RLP
chr12,Bn49832,33994749,95351399,61356650,TN
chr12,Bn49833,78532190,86565947,8033757,CN
chr12,Bn49834,52052266,67194286,15142020,CN
chr12,Bn49835,64336431,83674403,19337972,TNL
chr12,Bn49836,10389540,47494016,37104476,TN
chr12,Bn49837,95085237,96417533,1332296,TNL
chr12,Bn49838,28030846,52909725,24878879,NBS
chr12,Bn49839,74092313,77716927,3624614,NBS
chr12,Bn49840,49662265,84574903,34912638,RLP
chr12,Bn49841,23930385,93912638,69982253,CNL
chr12,Bn49842,31788369,79857559,48069190,TNL
chr12,Bn49843,83628909,86553771,2924862,RLP
chr12,Bn49844,92770185,94955120,2184935,TN
chr12,Bn49845,2761655,97379889,94618234,NBS
chr12,Bn49846,30971333,62886803,31915470,CN
chr12,Bn49847,39434361,64476274,25041913,CN
chr12,Bn49848,33894764,93330685,59435921,NBS
chr12,Bn49849,39970781,46986041,7015260,TNL
chr12,Bn49850,80107509,86247568,6140059,TNL
chr12,Bn49851,28708123,78820713,50112590,CNL
chr12,Bn49852,1088429,59530259,58441830,TN
chr12,Bn49853,55083474,72119729,17036255,TN
chr12,Bn49854,47737998,78449274,30711276,CN
chr12,Bn49855,30195343,91464563,61269220,RLP
chr12,Bn49856,74885666,76847794,1962128,RLK
chr12,Bn49857,42138639,92893725,50755086,TNL
chr12,Bn49858,5563272,78727604,73164332,CN
chr12,Bn49859,63355305,99207036,35851731,CNL
chr12,Bn49860,43980783,70254396,26273613,CN
chr12,Bn49861,38772788,47187681,8414893,RLP
chr12,Bn49862,48903773,94078988,45175215,RLK
chr12,Bn49863,51830912,79251105,27420193,TNL
chr12,Bn49864,68792335,70355267,1562932,TNL
chr12,Bn49865,40142809,64521379,24378570,TNL
chr12,Bn49866,64737966,91475427,26737461,CNL
chr12,Bn49867,35824719,81742861,45918142,CN
chr12,Bn49868,93719429,94211819,492390,TNL
chr12,Bn49869,72155521,78239837,6084316,RLP
chr12,Bn49870,58144012,64537908,6393896,RLK
chr12,Bn49871,81698995,86181016,4482021,CN
chr12,Bn49872,61183626,71443525,10259899,TN
chr12,Bn49873,48505149,70264111,21758962,TN
chr12,Bn49874,42749509,92614673,49865164,NBS
chr12,Bn49875,15106860,89334309,74227449,RLK
chr12,Bn49876,12589745,68272935,55683190,RLP
chr12,Bn49877,18687248,62556212,43868964,RLP
chr12,Bn49878,95124219,96818638,1694419,CNL
chr12,Bn49879,64501364,79214891,14713527,RLK
chr12,Bn49880,52177064,80496261,28319197,NBS
chr12,Bn49881,48986648,97477999,48491351,CNL
chr12,Bn49882,53450308,63909432,10459124,RLK
chr12,Bn49883,7786575,87904970,80118395,RLP
chr12,Bn49884,55129788,59884274,4754486,RLP
chr12,Bn49885,42204368,99144401,56940033,TN
chr12,Bn49886,76912646,85932410,9019764,NBS
chr12,Bn49887,78164419,94073399,15908980,TN
chr12,Bn49888,63530387,94774908,31244521,NBS
chr12,Bn49889,90939929,95121677,4181748,NBS
chr12,Bn49890,48276666,91194659,42917993,TN
chr12,Bn49891,40013802,65543896,25530094,CN
chr12,Bn49892,16296781,94782743,78485962,CNL
chr12,Bn49893,48637506,72806786,24169280,RLP
chr12,Bn49894,39967876,43420131,3452255,NBS
chr12,Bn49895,90316369,96563144,6246775,RLP
chr12,Bn49896,69545210,95667616,26122406,RLP
chr12,Bn49897,76761623,90978621,14216998,CNL
chr12,Bn49898,4406792,23009262,18602470,TNL
chr12,Bn49899,93415880,98344556,4928676,CNL
chr12,Bn49900,69635946,71962928,2326982,RLK
chr12,Bn49901,59640807,69655611,10014804,NBS
chr12,Bn49902,79206406,89597411,10391005,TN
chr12,Bn49903,53652444,90359876,36707432,RLP
chr12,Bn49904,31136219,55621946,24485727,CN
chr12,Bn49905,33147952,65373833,32225881,TNL
chr12,Bn49906,54682663,83267790,28585127,CN
chr12,Bn49907,16131640,58343359,42211719,TN
chr12,Bn49908,43470955,45632111,2161156,TN
chr12,Bn49909,60236222,90547989,30311767,RLP
chr12,Bn49910,28325784,57145202,28819418,RLP
chr12,Bn49911,47208433,68373851,21165418,RLK
chr12,Bn49912,91982690,93643333,1660643,CNL
chr12,Bn49913,50308270,51931519,1623249,NBS
chr12,Bn49914,30901493,45107689,14206196,RLK
chr12,Bn49915,61303166,98417759,37114593,RLK
chr12,Bn49916,97755547,99401904,1646357,CNL
chr12,Bn49917,73315875,94885633,21569758,TN
chr12,Bn49918,78569766,94294830,15725064,RLP
chr12,Bn49919,88772190,91937412,3165222,NBS
chr12,Bn49920,24937013,62992922,38055909,TN
chr12,Bn49921,72474487,90991306,18516819,TNL
chr12,Bn49922,43081264,60992930,17911666,NBS
chr12,Bn49923,59496427,87299419,27802992,RLK
chr12,Bn49924,32947331,66421705,33474374,RLK
chr12,Bn49925,40026689,64165966,24139277,NBS
chr12,Bn49926,65157118,79109473,13952355,RLP
chr12,Bn49927,13923260,55934851,42011591,CNL
chr12,Bn49928,80832914,92558563,11725649,RLK
chr12,Bn49929,43479488,79489190,36009702,TNL
chr12,Bn49930,89125684,94619700,5494016,TN
chr12,Bn49931,78291279,82873711,4582432,NBS
chr12,Bn49932,17374742,67132214,49757472,NBS
chr12,Bn49933,2642446,51832471,49190025,CN
chr12,Bn49934,5951006,55553204,49602198,NBS
chr12,Bn49935,51437108,62752539,11315431,RLP
chr12,Bn49936,19298789,48393663,29094874,CNL
chr12,Bn49937,11019799,28632635,17612836,TN
chr12,Bn49938,6771016,86189484,79418468,TN
chr12,Bn49939,36285417,41384971,5099554,RLK
chr12,Bn49940,45494996,87338543,41843547,TN
chr12,Bn49941,12332429,57044102,44711673,NBS
chr12,Bn49942,62790156,75345407,12555251,TNL
chr12,Bn49943,71415214,95802158,24386944,TN
chr12,Bn49944,69152580,77656038,8503458,CN
chr12,Bn49945,36207159,94059232,57852073,TNL
chr12,Bn49946,8763308,87049905,78286597,RLP
chr12,Bn49947,36142108,88856943,52714835,RLP
chr12,Bn49948,89266926,95040102,5773176,CN
chr12,Bn49949,61511221,87366532,25855311,RLP
chr12,Bn49950,17372802,67258544,49885742,CNL
chr12,Bn49951,80163421,91318388,11154967,TNL
chr12,Bn49952,74760256,96573762,21813506,RLK
chr12,Bn49953,12825245,93908669,81083424,TNL
chr12,Bn49954,9482767,88862613,79379846,TN
chr12,Bn49955,26149503,33313599,7164096,NBS
chr12,Bn49956,4954417,94024462,89070045,RLK
chr12,Bn49957,31765810,56361410,24595600,TN
chr12,Bn49958,67186963,96575892,29388929,NBS
chr12,Bn49959,74047633,88522495,14474862,RLK
chr12,Bn49960,90359700,98857585,8497885,TNL
chr12,Bn49961,39017462,46467943,7450481,CN
chr12,Bn49962,90503477,97009649,6506172,CNL
chr12,Bn49963,2060715,60561608,58500893,CN
chr12,Bn49964,93534548,99401440,5866892,TNL
chr12,Bn49965,64850943,68139808,3288865,CN
chr12,Bn49966,15273190,74080332,58807142,TN
chr12,Bn49967,85644904,99817991,14173087,TNL
chr12,Bn49968,11530591,67807243,56276652,CN
chr12,Bn49969,38155445,92259854,54104409,TNL
chr12,Bn49970,11394062,27541403,16147341,TNL
chr12,Bn49971,82617912,96990687,14372775,NBS
chr12,Bn49972,7318876,93933298,86614422,TNL
chr12,Bn49973,39172604,76826415,37653811,RLK
chr12,Bn49974,55952388,74498037,18545649,RLK
chr12,Bn49975,37158884,52569274,15410390,NBS
chr12,Bn49976,75849533,93943188,18093655,TN
chr12,Bn49977,79451446,82347298,2895852,NBS
chr12,Bn49978,54408096,66872012,12463916,RLK
chr12,Bn49979,22510303,58175583,35665280,CNL
chr12,Bn49980,96293287,96834038,540751,CNL
chr12,Bn49981,59957857,77726024,17768167,CN
chr12,Bn49982,82984279,92361151,9376872,TNL
chr12,Bn49983,11068402,44337660,33269258,TNL
chr12,Bn49984,62521951,88819401,26297450,CN
chr12,Bn49985,24074509,80857920,56783411,TNL
chr12,Bn49986,88812613,91108584,2295971,RLK
chr12,Bn49987,58895401,74004348,15108947,TNL
chr12,Bn49988,32486200,56193478,23707278,RLK
chr12,Bn49989,86774156,93194740,6420584,CN
chr12,Bn49990,39166229,66526694,27360465,RLP
chr12,Bn49991,45023230,80943447,35920217,NBS
chr12,Bn49992,29867240,51669702,21802462,CN
chr12,Bn49993,97675133,99967394,2292261,TNL
chr12,Bn49994,90914462,95123142,4208680,TNL
chr12,Bn49995,33093411,58742970,25649559,CNL
chr12,Bn49996,38273729,60114079,21840350,CNL
chr12,Bn49997,69005076,99248685,30243609,TN
chr12,Bn49998,42403690,92414418,50010728,RLK
chr12,Bn49999,18580241,54479318,35899077,NBS
chr12,Bn50000,54625800,92902444,38276644,NBS
chr12,Bn50001,16615053,94481867,77866814,CN
chr12,Bn50002,12544107,25801734,13257627,NBS
chr12,Bn50003,19899613,26627230,6727617,TN
chr12,Bn50004,59658436,95087643,35429207,CNL
chr12,Bn50005,20177306,58330150,38152844,TNL
chr12,Bn50006,14179491,58242378,44062887,CNL
chr12,Bn50007,45239528,75232420,29992892,TNL
chr12,Bn50008,80265586,88614390,8348804,NBS
chr12,Bn50009,49304347,53183125,3878778,CN
chr12,Bn50010,50755621,87540715,36785094,NBS
chr12,Bn50011,37689348,41446386,3757038,CNL
chr12,Bn50012,23149866,72742904,49593038,TN
chr12,Bn50013,25181896,35445954,10264058,CN
chr12,Bn50014,69188434,85535085,16346651,NBS
chr12,Bn50015,17988687,74480255,56491568,CNL
chr12,Bn50016,23552757,77398734,53845977,NBS
chr12,Bn50017,71532616,85220136,13687520,RLK
chr12,Bn50018,16607825,84621167,68013342,NBS
chr12,Bn50019,94324641,94924585,599944,CN
chr12,Bn50020,80722757,98641106,17918349,TNL
chr12,Bn50021,42187041,55553853,13366812,TNL
chr12,Bn50022,64256804,66307022,2050218,NBS
chr12,Bn50023,36494722,41376838,4882116,CNL
chr12,Bn50024,56509020,67340065,10831045,RLK
chr12,Bn50025,50374770,76373627,25998857,TN
chr12,Bn50026,13884613,38575081,24690468,RLP
chr12,Bn50027,87062556,99999396,12936840,CN
chr12,Bn50028,27861631,81878312,54016681,RLP
chr12,Bn50029,83776433,85687276,1910843,CN
chr12,Bn50030,46457657,93714424,47256767,NBS
chr12,Bn50031,23186799,25633939,2447140,NBS
chr12,Bn50032,33964095,60485860,26521765,CNL
chr12,Bn50033,71575001,92199785,20624784,RLK
chr12,Bn50034,52376852,64473092,12096240,RLP
chr12,Bn50035,45584300,82659922,37075622,CN
chr12,Bn50036,54761510,86130391,31368881,CN
chr12,Bn50037,38822069,54811023,15988954,RLK
chr12,Bn50038,91287785,92808529,1520744,CN
chr12,Bn50039,62423093,85403028,22979935,CNL
chr12,Bn50040,7705090,34280487,26575397,RLP
chr12,Bn50041,20593120,22597866,2004746,RLK
chr12,Bn50042,67928505,90422627,22494122,RLK
chr12,Bn50043,89168654,93866479,4697825,RLK
chr12,Bn50044,86630682,91286785,4656103,CNL
chr12,Bn50045,77908444,85369554,7461110,CNL
chr12,Bn50046,82069812,87425976,5356164,CNL
chr12,Bn50047,70935014,93755392,22820378,CNL
chr12,Bn50048,49928262,91460759,41532497,CN
chr12,Bn50049,18120105,28114785,9994680,CN
chr12,Bn50050,54907230,69581523,14674293,NBS
chr12,Bn50051,23382788,35781425,12398637,TN
chr12,Bn50052,53599647,99849465,46249818,NBS
chr12,Bn50053,66434464,84967790,18533326,RLP
chr12,Bn50054,77040740,90053649,13012909,CNL
chr12,Bn50055,69235494,90075422,20839928,CN
chr12,Bn50056,15510363,62730574,47220211,RLK
chr12,Bn50057,8200607,98103944,89903337,RLK
chr12,Bn50058,84906470,91915705,7009235,CNL
chr12,Bn50059,62859049,71354956,8495907,RLK
chr12,Bn50060,39569252,50039935,10470683,TN
chr12,Bn50061,91621461,94951764,3330303,RLP
chr12,Bn50062,80385113,90255723,9870610,NBS
chr12,Bn50063,18479952,85489184,67009232,RLP
chr12,Bn50064,46010948,46193984,183036,RLP
chr12,Bn50065,41491887,62825391,21333504,RLK
chr12,Bn50066,42176776,87569009,45392233,CN
chr12,Bn50067,74165564,83767463,9601899,CN
chr12,Bn50068,51288618,57279678,5991060,CN
chr12,Bn50069,28740025,96601798,67861773,TNL
chr12,Bn50070,53745443,61207375,7461932,CN
chr12,Bn50071,61944316,69611665,7667349,CNL
chr12,Bn50072,16617081,29545591,12928510,TNL
chr12,Bn50073,83424978,96008887,12583909,TN
chr12,Bn50074,30883016,55044429,24161413,CNL
chr12,Bn50075,5725476,98189937,92464461,CNL
chr12,Bn50076,41250597,83476602,42226005,RLP
chr12,Bn50077,84405023,98208845,13803822,NBS
chr12,Bn50078,42411044,81058470,38647426,TNL
chr12,Bn50079,72675777,92141648,19465871,CNL
chr12,Bn50080,84329932,94056138,9726206,NBS
chr12,Bn50081,5558065,26702402,21144337,RLP
chr12,Bn50082,76212902,98348949,22136047,CNL
chr12,Bn50083,45782015,68199108,22417093,RLP
chr12,Bn50084,11046213,99451046,88404833,CN
chr12,Bn50085,82005492,97959474,15953982,CN
chr12,Bn50086,9552087,18956722,9404635,RLK
chr12,Bn50087,76069497,88708002,12638505,TNL
chr12,Bn50088,1587045,10070730,8483685,CN
chr12,Bn50089,33823508,75272654,41449146,CN
chr12,Bn50090,38779995,87415374,48635379,RLK
chr12,Bn50091,5708763,44921811,39213048,CN
chr12,Bn50092,89672587,99335560,9662973,CNL
chr12,Bn50093,18381628,72886920,54505292,TNL
chr12,Bn50094,69831195,80106128,10274933,NBS
chr12,Bn50095,95310197,99352028,4041831,NBS
chr12,Bn50096,10057893,68298363,58240470,TN
chr12,Bn50097,75638047,83582778,7944731,TNL
chr12,Bn50098,76988301,95502527,18514226,CNL
chr12,Bn50099,47887809,72838315,24950506,TNL
chr12,Bn50100,43858326,96760858,52902532,TN
chr12,Bn50101,92010420,97012546,5002126,CNL
chr12,Bn50102,46339043,76051605,29712562,TN
chr12,Bn50103,67519324,78019834,10500510,TN
chr12,Bn50104,44082133,79168724,35086591,CN
chr12,Bn50105,66197582,93419560,27221978,NBS
chr12,Bn50106,19558180,38957323,19399143,NBS
chr12,Bn50107,38719237,91823442,53104205,CN
chr12,Bn50108,38550982,69021896,30470914,RLK
chr12,Bn50109,66014603,90624269,24609666,CN
chr12,Bn50110,88568885,96663510,8094625,RLK
chr12,Bn50111,55387371,83744825,28357454,TN
chr12,Bn50112,73070299,84536703,11466404,TNL
chr12,Bn50113,71848347,93532299,21683952,TNL
chr12,Bn50114,88546937,98007731,9460794,CN
chr12,Bn50115,79287733,85201512,5913779,RLK
chr12,Bn50116,69768662,75625745,5857083,NBS
chr12,Bn50117,70834487,76846306,6011819,RLP
chr12,Bn50118,34575064,42705814,8130750,TNL
chr12,Bn50119,76879423,93979259,17099836,TN
chr12,Bn50120,93170826,96409198,3238372,NBS
chr12,Bn50121,63509117,70163530,6654413,TN
chr12,Bn50122,89170583,91792701,2622118,TN
chr12,Bn50123,50620454,61388690,10768236,CN
chr12,Bn50124,55872184,70592176,14719992,NBS
chr12,Bn50125,97064482,97339831,275349,CN
chr12,Bn50126,93995821,99208689,5212868,CNL
chr12,Bn50127,3820748,48884001,45063253,CNL
chr12,Bn50128,37160917,60007333,22846416,CN
chr12,Bn50129,49902627,91848654,41946027,RLP
chr12,Bn50130,56462828,94390469,37927641,TN
chr12,Bn50131,22007297,79731174,57723877,CNL
chr12,Bn50132,15007232,33228184,18220952,RLP
chr12,Bn50133,5799017,44725771,38926754,TNL
chr12,Bn50134,6749757,99983982,93234225,CN
chr12,Bn50135,44725864,49263940,4538076,TN
chr12,Bn50136,30621477,53831462,23209985,TNL
chr12,Bn50137,63974408,87705776,23731368,RLK
chr12,Bn50138,43578118,46082263,2504145,TNL
chr12,Bn50139,4806025,82612556,77806531,NBS
chr12,Bn50140,84661128,92517869,7856741,CN
chr12,Bn50141,35591494,54135575,18544081,RLP
chr12,Bn50142,88706387,95757338,7050951,TNL
chr12,Bn50143,17691056,20255513,2564457,TN
chr12,Bn50144,50990571,57876039,6885468,NBS
chr12,Bn50145,46628038,82416949,35788911,CN
chr12,Bn50146,45400099,68861537,23461438,NBS
chr12,Bn50147,1419594,74015561,72595967,TN
chr12,Bn50148,96688339,98014196,1325857,CN
chr12,Bn50149,65627189,92431685,26804496,CN
chr12,Bn50150,61235357,76940035,15704678,CN
chr12,Bn50151,26276798,76026731,49749933,RLP
chr12,Bn50152,59737446,92444860,32707414,CN
chr12,Bn50153,78562949,92438195,13875246,CNL
chr12,Bn50154,72832809,97037252,24204443,TN
chr12,Bn50155,37537911,38422403,884492,NBS
chr12,Bn50156,4700331,91811399,87111068,RLK
chr12,Bn50157,92961539,98634170,5672631,CN
chr12,Bn50158,1768584,96045350,94276766,TN
chr12,Bn50159,29492129,43754898,14262769,RLK
chr12,Bn50160,62051444,69995940,7944496,CN
chr12,Bn50161,55700038,82280873,26580835,CN
chr12,Bn50162,63045218,92961419,29916201,CNL
chr12,Bn50163,96784663,98517913,1733250,CNL
chr12,Bn50164,16353642,23704317,7350675,RLP
chr12,Bn50165,75859688,85725171,9865483,RLK
chr12,Bn50166,23677377,90267336,66589959,CNL
chr12,Bn50167,53394710,81425314,28030604,CNL
chr12,Bn50168,70487991,76416930,5928939,RLK
chr12,Bn50169,42684444,51436676,8752232,CN
chr12,Bn50170,78058197,85985119,7926922,TN
chr12,Bn50171,45491298,55678235,10186937,RLK
chr12,Bn50172,38566701,96151303,57584602,RLK
chr12,Bn50173,99973575,99987061,13486,TNL
chr12,Bn50174,26636544,40934730,14298186,CNL
chr12,Bn50175,78577442,82877839,4300397,RLP
chr12,Bn50176,17287692,32019077,14731385,CN
chr12,Bn50177,84198104,92164974,7966870,NBS
chr12,Bn50178,12794731,81266951,68472220,CNL
chr12,Bn50179,96948437,98343295,1394858,RLK
chr12,Bn50180,29409820,47136627,17726807,TNL
chr12,Bn50181,58548373,69930866,11382493,NBS
chr12,Bn50182,51943584,64658359,12714775,CNL
chr12,Bn50183,36852934,89129866,52276932,CN
chr12,Bn50184,95036993,95068382,31389,TNL
chr12,Bn50185,6475611,98778726,92303115,NBS
chr12,Bn50186,92531042,99627774,7096732,RLK
chr12,Bn50187,5571833,26102940,20531107,CNL
chr12,Bn50188,62574498,98780864,36206366,TN
chr12,Bn50189,35005881,57766016,22760135,CNL
chr12,Bn50190,68277054,97307599,29030545,CN
chr12,Bn50191,16606236,75070577,58464341,CN
chr12,Bn50192,54683217,78934747,24251530,NBS
chr12,Bn50193,20326862,57773355,37446493,TN
chr12,Bn50194,17606066,42126513,24520447,RLP
chr12,Bn50195,99591468,99906092,314624,CN
chr12,Bn50196,13160124,17600689,4440565,CNL
chr12,Bn50197,8712640,16396095,7683455,RLP
chr12,Bn50198,52074571,79917514,27842943,CNL
chr12,Bn50199,42705478,44567447,1861969,TN
chr12,Bn50200,51650036,66413701,14763665,TNL
chr12,Bn50201,56027056,74215507,18188451,RLP
chr12,Bn50202,41217806,94214697,52996891,RLP
chr12,Bn50203,34966325,98003552,63037227,CN
chr12,Bn50204,24661224,27083594,2422370,TN
